RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~40~Q37~TGC02~AGE~GENDER,2022,2022,OK,Oklahoma,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,15.3,15.3,,,10.9,21.0,Age Group,50-64 years,Gender,Male,POINT (-97.52107021 35.47203136),C07,TGC02,Q37,40,AGE,5064,GENDER,MALE
BRFSS~2022~2022~25~Q21~TAC03~AGE~RACE,2022,2022,MA,Massachusetts,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-72.08269067 42.27687047),C04,TAC03,Q21,25,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9002~Q15~TSC02~AGE~RACE,2022,2022,MDW,Midwest,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,75.6,75.6,,,74.9,76.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C03,TSC02,Q15,9002,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~45~Q45~TOC13~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.04537121 33.9988213),C01,TOC13,Q45,45,AGE,5064,RACE,ASN
BRFSS~2022~2022~06~Q30~TCC01~AGE~RACE,2022,2022,CA,California,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,13.3,13.3,,,10.4,16.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-120.9999995 37.63864012),C06,TCC01,Q30,06,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~35~Q19~TSC04~AGE~RACE,2022,2022,NM,New Mexico,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,82.8,82.8,,,77.3,87.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-106.240581 34.52088095),C03,TSC04,Q19,35,AGE,5064,RACE,WHT
BRFSS~2022~2022~10~Q19~TSC04~AGE~GENDER,2022,2022,DE,Delaware,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,92.2,92.2,,,89.6,94.1,Age Group,Overall,Gender,Male,POINT (-75.57774117 39.00883067),C03,TSC04,Q19,10,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~41~Q21~TAC03~AGE~RACE,2022,2022,OR,Oregon,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,15.2,15.2,,,8.5,25.7,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.1550313 44.56744942),C04,TAC03,Q21,41,AGE,5064,RACE,HIS
BRFSS~2022~2022~27~Q18~TSC08~AGE~RACE,2022,2022,MN,Minnesota,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,67.0,67.0,,,53.5,78.2,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-94.7942005 46.35564874),C03,TSC08,Q18,27,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~12~Q21~TAC03~AGE~GENDER,2022,2022,FL,Florida,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,7.2,7.2,,,5.7,9.0,Age Group,Overall,Gender,Female,POINT (-81.92896054 28.93204038),C04,TAC03,Q21,12,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~9002~Q19~TSC04~AGE~OVERALL,2022,2022,MDW,Midwest,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,92.4,92.4,&,Regional estimates may not represent all states in the region,91.7,93.1,Age Group,65 years or older,,,,C03,TSC04,Q19,9002,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~10~Q27~TMC03~AGE~RACE,2022,2022,DE,Delaware,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-75.57774117 39.00883067),C05,TMC03,Q27,10,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~22~Q39~TGC04~AGE~GENDER,2022,2022,LA,Louisiana,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,40.5,40.5,,,32.3,49.1,Age Group,65 years or older,Gender,Female,POINT (-92.44568007 31.31266064),C07,TGC04,Q39,22,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~23~Q33~TOC08~AGE~GENDER,2022,2022,ME,Maine,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,79.4,79.4,,,77.3,81.4,Age Group,Overall,Gender,Male,POINT (-68.98503134 45.25422889),C01,TOC08,Q33,23,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~59~Q39~TGC04~AGE~RACE,2022,2022,US,"United States, DC & Territories",BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,34.5,34.5,#,Fewer than 50 States reporting,21.2,50.8,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C07,TGC04,Q39,59,AGE,5064,RACE,ASN
BRFSS~2022~2022~24~Q33~TOC08~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,72.4,72.4,,,63.4,79.9,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-76.60926011 39.29058096),C01,TOC08,Q33,24,AGE,5064,RACE,HIS
BRFSS~2022~2022~59~Q15~TSC02~AGE~RACE,2022,2022,US,"United States, DC & Territories",BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,54.5,54.5,,,48.4,60.4,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C03,TSC02,Q15,59,AGE,5064,RACE,NAA
BRFSS~2022~2022~36~Q32~TOC07~AGE~OVERALL,2022,2022,NY,New York,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,21.9,21.9,,,20.6,23.2,Age Group,Overall,,,POINT (-75.54397043 42.82700103),C01,TOC07,Q32,36,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~9004~Q19~TSC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,90.8,90.8,&,Regional estimates may not represent all states in the region,75.9,96.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C03,TSC04,Q19,9004,AGE,5064,RACE,BLK
BRFSS~2022~2022~59~Q11~TSC11~AGE~RACE,2022,2022,US,"United States, DC & Territories",BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,18.9,18.9,,,18.2,19.7,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C03,TSC11,Q11,59,AGE,5064,RACE,WHT
BRFSS~2022~2022~55~Q39~TGC04~AGE~GENDER,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,21.9,21.9,,,16.1,29.0,Age Group,50-64 years,Gender,Male,POINT (-89.81637074 44.39319117),C07,TGC04,Q39,55,AGE,5064,GENDER,MALE
BRFSS~2022~2022~10~Q43~TOC11~AGE~GENDER,2022,2022,DE,Delaware,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,47.1,47.1,,,42.1,52.2,Age Group,65 years or older,Gender,Male,POINT (-75.57774117 39.00883067),C01,TOC11,Q43,10,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~59~Q36~TGC01~AGE~RACE,2022,2022,US,"United States, DC & Territories",BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,18.7,18.7,#,Fewer than 50 States reporting,16.4,21.2,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C07,TGC01,Q36,59,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~27~Q32~TOC07~AGE~OVERALL,2022,2022,MN,Minnesota,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,18.3,18.3,,,16.9,19.9,Age Group,65 years or older,,,POINT (-94.7942005 46.35564874),C01,TOC07,Q32,27,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~42~Q33~TOC08~AGE~GENDER,2022,2022,PA,Pennsylvania,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,75.2,75.2,,,68.9,80.7,Age Group,65 years or older,Gender,Male,POINT (-77.86070029 40.79373015),C01,TOC08,Q33,42,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~19~Q45~TOC13~AGE~RACE,2022,2022,IA,Iowa,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,28.4,28.4,,,24.7,32.4,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-93.81649056 42.46940091),C01,TOC13,Q45,19,AGE,5064,RACE,WHT
BRFSS~2022~2022~49~Q41~TCC03~AGE~RACE,2022,2022,UT,Utah,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.5871306 39.36070017),C06,TCC03,Q41,49,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~54~Q34~TOC09~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-80.71264013 38.6655102),C01,TOC09,Q34,54,AGE,5064,RACE,BLK
BRFSS~2022~2022~12~Q34~TOC09~AGE~RACE,2022,2022,FL,Florida,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,30.4,30.4,,,16.8,48.5,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-81.92896054 28.93204038),C01,TOC09,Q34,12,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~53~Q34~TOC09~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,59.5,59.5,,,54.1,64.6,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.4700108 47.52227863),C01,TOC09,Q34,53,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~50~Q45~TOC13~AGE~GENDER,2022,2022,VT,Vermont,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,27.3,27.3,,,22.3,32.8,Age Group,65 years or older,Gender,Female,POINT (-72.51764079 43.62538124),C01,TOC13,Q45,50,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~56~Q33~TOC08~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,71.0,71.0,,,58.7,80.9,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-108.1098304 43.23554134),C01,TOC08,Q33,56,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~42~Q35~TOC03~AGE~RACE,2022,2022,PA,Pennsylvania,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.1,6.1,,,5.1,7.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-77.86070029 40.79373015),C01,TOC03,Q35,42,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~09~Q35~TOC03~AGE~GENDER,2022,2022,CT,Connecticut,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,4.8,4.8,,,3.9,5.7,Age Group,50-64 years,Gender,Male,POINT (-72.64984095 41.56266102),C01,TOC03,Q35,09,AGE,5064,GENDER,MALE
BRFSS~2022~2022~51~Q38~TGC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,69.5,69.5,,,64.1,74.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046 37.54268067),C07,TGC03,Q38,51,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~50~Q33~TOC08~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,65.5,65.5,,,42.0,83.2,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-72.51764079 43.62538124),C01,TOC08,Q33,50,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~28~Q37~TGC02~AGE~GENDER,2022,2022,MS,Mississippi,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,13.9,13.9,,,9.5,19.9,Age Group,65 years or older,Gender,Male,POINT (-89.53803082 32.7455101),C07,TGC02,Q37,28,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~27~Q32~TOC07~AGE~RACE,2022,2022,MN,Minnesota,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,30.8,30.8,,,23.3,39.4,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-94.7942005 46.35564874),C01,TOC07,Q32,27,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~55~Q34~TOC09~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-89.81637074 44.39319117),C01,TOC09,Q34,55,AGE,5064,RACE,NAA
BRFSS~2022~2022~16~Q17~TAC01~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-114.36373 43.68263001),C04,TAC01,Q17,16,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~08~Q32~TOC07~AGE~OVERALL,2022,2022,CO,Colorado,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,18.0,18.0,,,16.4,19.6,Age Group,Overall,,,POINT (-106.1336109 38.84384076),C01,TOC07,Q32,08,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~05~Q34~TOC09~AGE~RACE,2022,2022,AR,Arkansas,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,72.0,72.0,,,69.3,74.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-92.27449074 34.74865012),C01,TOC09,Q34,05,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~11~Q43~TOC11~AGE~RACE,2022,2022,DC,District of Columbia,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-77.036871 38.907192),C01,TOC11,Q43,11,AGE,5064,RACE,NAA
BRFSS~2022~2022~53~Q43~TOC11~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,22.3,22.3,,,17.3,28.2,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.4700108 47.52227863),C01,TOC11,Q43,53,AGE,5064,RACE,ASN
BRFSS~2022~2022~9004~Q17~TAC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,9.7,9.7,,,9.1,10.3,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C04,TAC01,Q17,9004,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~24~Q16~TNC03~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,27.0,27.0,,,19.8,35.5,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-76.60926011 39.29058096),C02,TNC03,Q16,24,AGE,5064,RACE,HIS
BRFSS~2022~2022~16~Q16~TNC03~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-114.36373 43.68263001),C02,TNC03,Q16,16,AGE,5064,RACE,NAA
BRFSS~2022~2022~72~Q11~TSC11~AGE~GENDER,2022,2022,PR,Puerto Rico,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,18.0,18.0,,,15.8,20.4,Age Group,Overall,Gender,Female,POINT (-66.590149 18.220833),C03,TSC11,Q11,72,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~56~Q16~TNC03~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,26.7,26.7,,,23.7,29.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-108.1098304 43.23554134),C02,TNC03,Q16,56,AGE,5064,RACE,WHT
